baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CREBBP	7561.18833802316	0.0851026459809553	0.0900401486494646	0.94516332166741	0.344575501680565	0.451308605716233
TSPOAP1	1738.58348089635	-0.126353311312542	0.121591594590666	-1.03916156160223	0.298729603954494	0.40306875001057
MPO	16.5199821088432	-1.24496151093354	0.215705476095451	-5.77158045993529	7.8531444676291e-09	8.20166237793767e-08
PON1	58.2238125418265	-1.20374284081074	0.409284914616233	-2.94108773087674	0.00327061888070264	0.00889170538528045
GCFC2	1846.92948146502	0.515861864672844	0.0684649158361286	7.53468924007099	4.89499146776369e-14	1.76294393720822e-12
WDR54	679.123285632038	0.168009353920101	0.0818541770542156	2.05254465888554	0.0401167595483022	0.0769966258978323
CROT	3481.51492215711	-0.282107375554635	0.125030989786643	-2.25629962648485	0.0240518727756502	0.0497917137861995
ABCB4	62.4109327223879	-0.210682616900001	0.147063763634171	-1.43259367021291	0.151973991727836	0.232968296221073
KMT2E	6451.70465590171	-0.0498683064699178	0.0826198999947769	-0.603587107622624	0.546118186376652	0.644734302935097
RHBDD2	7607.31246856351	0.0240715359329345	0.09887847978011	0.243445651535761	0.807660182488093	0.863785622117148
SOX8	126.581204798619	0.561529144845733	0.172196608042625	3.26097680569139	0.00111029122002669	0.00343853756236576
IBTK	4348.35403253875	0.150640968617817	0.0732925982126978	2.05533672282502	0.039846492678738	0.0765668614003874
ZNF195	1216.67014288967	0.227686661240868	0.0766287584534304	2.97129518781438	0.00296546597606024	0.00816436716038659
MYCBP2	5973.57555128703	-0.171635413604361	0.129874631471783	-1.32154687685601	0.186319083017488	0.275075055334756
FBXL3	4706.82739154231	-0.158440476868271	0.0795120936422778	-1.99265884735835	0.0462988165546178	0.0868164855543297
ITGAL	571.368657442529	-0.193893972662773	0.19177481491541	-1.01105024008652	0.311992384577528	0.416934002832729
PDK2	2028.20998632981	-0.508114558033853	0.0906261812744423	-5.60670824797456	2.06210826642051e-08	1.9409536940091e-07
ITGA3	5873.32217946716	-0.825034126593662	0.103018012580575	-8.00863951775779	1.15984331783042e-15	6.51924030479577e-14
ZFX	3728.1109075668	-0.131488096948359	0.103712947125951	-1.26780793133453	0.204866549111259	0.297496443381474
LAMP2	17827.2325696952	0.185273709302668	0.0920697677108093	2.01231863519642	0.044186359262584	0.0834740166717216
ITGA2B	24.9946309028972	-0.702442937730317	0.173632228828483	-4.04557922495025	5.21939099805694e-05	0.0002284943638637
ASB4	10.8296420482163	-0.908624912740206	0.249728732128354	-3.63844762673603	0.000274286391360188	0.00100179726823533
GDE1	6979.79887835144	-0.0492457455005934	0.0593900424871207	-0.829191956063558	0.406995795967162	0.513934386430866
C19orf60	1154.39568237301	0.105005565085968	0.117462759544831	0.893947711537385	0.371349868354142	0.479054058121483
CRLF1	133.405032840678	0.956373969928266	0.231838880985456	4.12516643396093	3.70466755615259e-05	0.000167408184064804
OSBPL7	1103.18226141669	-0.0534338355091823	0.1179103258154	-0.453173504013874	0.650423810021049	0.734288919704073
TMEM98	7118.02328783315	-0.0983252136255645	0.0987038204542554	-0.996164213026928	0.319170364338722	0.424276270263214
YBX2	75.8627256581519	-0.942981417297697	0.217651252373981	-4.33253384491173	1.47402994413298e-05	7.36371074577451e-05
MAP3K14	1178.81524699325	-0.694378050939147	0.126206927212169	-5.50190125278793	3.75717381632948e-08	3.34779161686367e-07
ABCC8	373.520085080916	0.198669842668307	0.230589281297135	0.861574491020261	0.388921713293169	0.496019482845461
TMEM132A	2234.04624607712	1.31628878141327	0.186955997302237	7.04063416208754	1.91366847786251e-12	4.78159819502217e-11
AP2B1	14271.682372741	0.0988722587677234	0.0505085299292546	1.95753586386715	0.0502844995190077	0.0931234950409949
TAC1	73.6695175696288	0.0419907061430215	0.307224152464752	0.136677750776248	0.891285516775981	0.926463330040797
ZNF263	2061.51456600427	0.00160978432770248	0.048577180659838	0.0331386940500933	0.973563986293732	0.983787648885568
CX3CL1	6000.02728162008	-0.814831921709749	0.146686301378099	-5.55492853834684	2.77725357213201e-08	2.53698487599917e-07
SPATA20	5945.49163734464	0.20551674061306	0.0801624008913201	2.56375480684129	0.0103546664896955	0.0241497884857328
CACNA1G	423.46411231686	0.107145609295851	0.202940362903176	0.527965988446424	0.597522942535084	0.688686997958686
TNFRSF12A	1048.45720133571	-0.468231093617329	0.222545551576764	-2.10397866998397	0.03538030768296	0.0692559623861181
DLX6	48.9548133443883	0.772999942331931	0.338118318023171	2.28618179237174	0.0222436254984857	0.0465670605204516
MAP3K9	663.525918866147	0.63993308813617	0.133063903041784	4.8092162750947	1.51523196886021e-06	9.50303888675164e-06
RALA	2586.59849232584	0.120051651033683	0.0732158077371529	1.6396957807892	0.101068436653914	0.166752407013124
BAIAP2L1	5908.97633997718	0.437334520283327	0.118461028969546	3.69180078957239	0.000222671849264891	0.000831461103358316
KDM7A	2111.53566137758	0.578166678278229	0.0996028377498718	5.80472094309354	6.44732920491627e-09	6.86317836157418e-08
ETV1	672.196342311143	-0.639158555598547	0.155003682957488	-4.12350560582385	3.73149374230282e-05	0.000168517975294095
AGK	1783.59317652693	0.314319410811284	0.0564463263979916	5.56846531685838	2.56992768760139e-08	2.365033421948e-07
ALDH3B1	465.17686613355	-0.892044512845381	0.139505542355456	-6.39433027379285	1.6125254992767e-10	2.53821245079372e-09
TTC22	921.258993310944	-0.730338255446797	0.153308133185978	-4.76385851336945	1.8992570060558e-06	1.16406102886842e-05
PHTF2	973.945051944793	-0.455989347050446	0.100122666924199	-4.55430684238234	5.25585924030792e-06	2.88282085687725e-05
CCL26	5.36865547272636	-1.34323856071554	0.299930206157482	-4.47850377567592	7.51680412547331e-06	3.99900973102207e-05
FARP2	1889.33936932837	0.230802154065067	0.0758946499085912	3.04108595721898	0.00235726524256609	0.00667341947276589
USH1C	12.9209879005074	-0.72115065358938	0.311412411164075	-2.31574153031885	0.0205723853893091	0.0435187327237988
GGCT	2855.51376667202	0.676948036404338	0.168357963155184	4.02088516466762	5.79798657473011e-05	0.00025156476406395
DBF4	481.733260288848	0.577451853126997	0.0999451242374915	5.7776890822092	7.57335912742639e-09	7.95149224205143e-08
TBXA2R	143.993911598679	-0.778789422499495	0.167724134868137	-4.64327583571543	3.42928027509331e-06	1.96694096642794e-05
IFRD1	2139.60550625382	0.120674794966737	0.137839805589768	0.875471308526682	0.381317514904361	0.488647803653246
COX10	840.992648392312	-0.0512944361271022	0.0508419560724948	-1.0088997373343	0.313022721198528	0.417878938271316
GTF2IRD1	1783.65495978469	-0.000890973582904332	0.0541915892026281	-0.0164411783454604	0.986882428612994	0.992255169660798
PAF1	5472.09885476652	-0.00994522035561535	0.0724114081680599	-0.137343280668337	0.890759461527635	0.926110767126916
VPS41	4263.16264466097	-0.057302973853202	0.067387685490541	-0.850347855636701	0.395131717618933	0.502259169446022
ARHGAP44	1032.54178963868	0.0680313537434724	0.0883914074385987	0.769660261272913	0.441501448492698	0.546983502895078
ELAC2	4113.87176561408	0.0481496155469342	0.0633828549154249	0.759663092033055	0.447455995645119	0.552939381170216
SCIN	1192.33038920314	0.922266234202018	0.211724460937865	4.35597393950942	1.32476538616549e-05	6.68327683189495e-05
ARSD	8354.39308271352	0.414758739778044	0.107070257064926	3.87370639753426	0.000107192542383591	0.000433405365139201
PNPLA4	1584.61273624851	0.185320112310398	0.0653363284819018	2.83640229894051	0.00456249353271915	0.0118865489093027
MYH13	6.19733553804924	1.7420590783287	0.401023477681252	4.34403264467561	1.39890713764542e-05	7.02027085751035e-05
ADIPOR2	5333.12529059522	0.0759747994945171	0.0603797539437314	1.25828269464826	0.208289537392747	0.301625729549308
CDKL3	56.6321761921257	-0.119380890330221	0.0899332241158764	-1.32743923620933	0.184363427780397	0.272634513434243
UPP2	8.64355611695951	-0.716520740212548	0.22826665881279	-3.13896363112843	0.00169546489174126	0.00500923619743984
PRSS21	254.280065666293	-0.681334945469105	0.323594091127314	-2.10552344480556	0.035245768710685	0.0690289610620147
MARK4	2544.62316105543	-0.0728684900275758	0.0632845786605167	-1.15144149759566	0.249550650041255	0.349117296900662
PROM1	662.770392480156	-1.28867949072764	0.289280175712069	-4.4547798256674	8.39793324089069e-06	4.42580905679978e-05
CCDC124	2793.02324703929	0.00239551927659873	0.0885652009813183	0.0270480871725683	0.97842138002737	0.986918424375257
CEACAM21	36.7079322896335	-0.486533491659421	0.211067266550632	-2.3051110653518	0.0211603539310243	0.0445908825620149
PAFAH1B1	7384.86504531096	-0.265897843660283	0.0636966184325545	-4.17444206935146	2.9871721646564e-05	0.00013831631643316
NOS2	68.5576977752873	-0.600488995277616	0.253784489771067	-2.36613748861998	0.0179747678124492	0.038810670694602
DNAH9	157.677789009071	0.547815836234718	0.160993903246246	3.40271168776382	0.000667206464520651	0.0021955198114273
KIAA0100	10326.2186072683	0.428669405395792	0.10869899209003	3.9436373525961	8.02549910905986e-05	0.000335673358431265
SLC13A2	11.5938041971576	-0.328361045647575	0.351179058876659	-0.935024561823037	0.349775641571166	0.456911911364425
GAS7	1131.28013084087	-0.716691769230036	0.169141791309303	-4.23722466034103	2.26299673869e-05	0.000107937030844095
TRAPPC6A	2255.84874852607	0.186263759876708	0.105923303634991	1.75847762942297	0.078666274662837	0.135480046963498
MATK	377.117695229128	2.18596447501393	0.204577695539181	10.6852531956264	1.19323011673148e-26	1.97108357171633e-23
CEACAM7	19.468465684747	-1.74941604100214	0.372038368967461	-4.70224629211604	2.5731484882388e-06	1.52046894175859e-05
CD79B	212.823386163675	-0.676804385905835	0.211491643970647	-3.20014716987954	0.00137357430909956	0.00415143916515209
SCN4A	33.936588573236	-0.946518898267849	0.290876077551151	-3.25402799101416	0.0011378106808517	0.00351607387075915
ST7L	814.172656507184	0.11090812368446	0.0579100720055331	1.91517848007274	0.0554697459411056	0.101161520228952
TKTL1	6.84362429484966	-0.504133174181909	0.24768699293559	-2.03536394142831	0.0418142667381059	0.0796632344680407
PAX6	173.600166433014	-0.127020813360615	0.0879410889484374	-1.4443852683595	0.148630632288465	0.228853152113574
RPUSD1	1181.94582571075	0.466449964047759	0.0882985595031601	5.28264522855625	1.27331823358328e-07	1.01558058898512e-06
RHBDF1	3131.04605485037	0.274723764942366	0.0779625756023485	3.52379026500621	0.000425420847468508	0.00147895048271117
LUC7L	1498.75651648931	0.00709959515714335	0.132956650518013	0.053397818984478	0.957414942933756	0.972620333418013
CACNA2D2	1187.31895358985	0.481576238425336	0.121122215413712	3.97595302216392	7.00979633932135e-05	0.000297841217995686
BAIAP3	1683.64791210315	0.851163281657781	0.146285693981065	5.81849980332289	5.93781296540882e-09	6.37612606404716e-08
TSR3	2585.19856659342	0.0162976055038731	0.0706362412312704	0.230725831666397	0.817527804140342	0.871236576764594
PIGQ	3274.8534643642	0.103300034775613	0.0709261612766406	1.45644474360739	0.145269714227508	0.224561979872146
CRAMP1	1119.91824662494	0.159267104662384	0.0967551304452089	1.64608433609187	0.0997463968890381	0.164915538978987
TEAD3	4171.78291536349	-0.513971342186744	0.0836636493720722	-6.14330531890846	8.0821715223915e-10	1.0609946492132e-08
SELE	2445.48889294436	-1.18045936173298	0.323114579928929	-3.65337695993983	0.000258813836401503	0.000951159076009272
DNAJC11	1647.96250014347	0.203097528656221	0.0795507359413713	2.55305656513226	0.0106782152875652	0.024799348071582
FMO3	55.3673058580439	-0.234779544243237	0.214291774047669	-1.09560689058933	0.273250844930884	0.375628322846736
MYLIP	2168.7110215207	0.155798698562287	0.0884870174409908	1.76069555814992	0.0782899449631868	0.134917887071717
NOX1	103.660707806569	-0.414126284373766	0.141745996950049	-2.92160832252429	0.00348229159142758	0.00940013238125354
E2F2	77.8612105838375	0.749931579545835	0.2311019797399	3.24502447097107	0.00117440530937919	0.00361825380469184
PSMB1	7782.1109494775	0.11083361855452	0.080950033082494	1.36916088028738	0.170948991331259	0.256548594773313
SYN1	85.2143725032595	-0.760202909502745	0.161486375477548	-4.70753589740727	2.50729137999764e-06	1.48598369329978e-05
JARID2	1416.65407712681	0.454049829941574	0.0860646485494125	5.27568331009787	1.32262325581619e-07	1.04955644217877e-06
CDKL5	2413.96897895617	0.251603280077521	0.144429460441918	1.74204957428822	0.0814997700378559	0.139615956807375
CAMK1G	171.166489885522	-1.36816530825374	0.218287090434185	-6.26773349506093	3.6634105946887e-10	5.22435734400354e-09
CDK11A	291.985821151338	-0.0121321172457198	0.15943938926615	-0.076092346449395	0.939345629137268	0.961139748394879
NADK	3758.24355636491	0.32259122329083	0.059821912249076	5.39252610226971	6.94740035502574e-08	5.86857960671407e-07
TFAP2B	2.85182604748614	-0.301245540167644	0.37200992097315	-0.809778242955479	0.418067639344096	0.524330318384399
DLEC1	92.1422137404494	-0.692307417392286	0.17669231498232	-3.91815239650666	8.92302882297652e-05	0.000369051015349835
CYTH3	2292.87686535096	0.786983662006739	0.140499461271216	5.60132868045359	2.12714957371781e-08	1.99379606187807e-07
ADAM22	1969.42617468178	-0.644393198143758	0.176482910389786	-3.65130650169204	0.000260909637842417	0.000957645620492089
SYPL1	10105.2444946496	-0.261015131179695	0.0557094439318608	-4.68529413969645	2.79558159479319e-06	1.64049384526506e-05
CYB561	20191.3072978932	0.402698067398131	0.120031484350206	3.35493699489054	0.000793830623722013	0.00256311866280273
SPAG9	4562.92772282084	-0.209871981490193	0.098134531498022	-2.13861500418355	0.0324668613308057	0.0643408194354956
CELSR3	248.119783271071	1.03761917068354	0.225813647308353	4.59502418499381	4.32699079499241e-06	2.41295469426677e-05
AASS	809.519585931365	0.232660524209976	0.133704369366279	1.74011160078553	0.081839423639289	0.140068694093744
PLEKHG6	340.030287344762	-0.489560381191569	0.175529939425262	-2.78904204487586	0.0052864201564856	0.0134981895176422
SS18L2	1334.97732908587	0.251233924102916	0.127636867429069	1.96834918596332	0.0490278742484475	0.0910907291212333
MPND	1866.90123054805	0.225398581618766	0.0865573258100931	2.60403818520562	0.00921324913354749	0.0218249481944631
MGST1	8574.4352497245	0.245791046053892	0.162597996381102	1.51164867664051	0.130623261522451	0.205870457866456
CRY1	1562.86494786236	0.0442272718762149	0.0718693652172372	0.615384200800028	0.538301022747209	0.638016398620631
PGLYRP1	3.43585167412614	-0.0476786197932722	0.272021122057202	-0.175275432410157	0.860863215027382	0.903558432547007
NFIX	23298.5105477319	0.181789106835937	0.0993700416104758	1.82941562557192	0.0673373685585048	0.118818427198302
ST3GAL1	1641.25651290288	-0.587301149928065	0.143140121500238	-4.10298065820133	4.07861358408825e-05	0.000183081969065942
MMP25	120.779319243851	0.0802769171034346	0.127866730759342	0.627817076628976	0.530123778056853	0.630659374919679
IL32	1046.52591259615	-0.28315723386103	0.191430536595034	-1.47916439507267	0.139096382983004	0.216731742997256
PKD1	5292.68896026673	-0.381225393205969	0.135330737327942	-2.81699043937195	0.00484759686658269	0.012537439007626
MAPK8IP2	862.120160626599	0.72731198968616	0.182343555588097	3.98869040005513	6.6439065146537e-05	0.000283673056155533
MED24	4234.29433426943	0.0511620440329919	0.0551787068992837	0.927206288584773	0.353819438391649	0.461060004432347
RHOBTB2	1378.15625806566	-0.390226273509545	0.0853858626357875	-4.57015085944674	4.87373249230082e-06	2.69459951517428e-05
HEATR5B	3397.12615132505	0.42370830451539	0.0865216705249814	4.89713504078788	9.72440133555085e-07	6.36884029319975e-06
SEC62	16007.3838172577	0.162359481550958	0.087444095222002	1.85672321428636	0.0633505430103593	0.112996914194799
RPS20	51801.4973940169	0.0117620895799408	0.121783574850678	0.0965819043689808	0.923058427524517	0.949761896463907
CSDE1	46293.5682443335	-0.173744527614693	0.0632067611581747	-2.74882820177889	0.00598087248065581	0.0150061869137794
UBE3C	6079.94623313596	0.181974621266935	0.0709917346491315	2.56332123966717	0.0103676073767034	0.0241743034287256
REV3L	1966.51430781883	-0.260806795939021	0.125229224616872	-2.08263523739715	0.0372844847340637	0.0723593022049898
TENM1	673.174194608767	0.529814931999246	0.266807486110055	1.9857573703187	0.047060271341605	0.0880056671742946
PAX7	2.34772030299805	-1.18917564684004	0.509149161888299	-2.33561348197001	0.0195113952902669	0.0415968901957981
MASP2	54.9656814483824	-0.0458470831061395	0.175903344650063	-0.260637927023765	0.794371738748034	0.853472422039171
IYD	100.305502433899	0.489787838571573	0.239029372334443	2.04906967619977	0.0404553021763423	0.0775312893916444
FAM76A	905.67678954564	-0.491553764273674	0.0637008199550869	-7.71660026700207	1.19473597528722e-14	5.1114071207468e-13
TRAF3IP3	182.287620446652	-0.368462802598677	0.188169315504446	-1.95814499091363	0.0502130017688803	0.0930122971963548
POMT2	1081.77481085721	0.16306356503081	0.0649716386657309	2.50976531267354	0.0120811423295006	0.0276174895076012
VTA1	2521.16917907377	0.0189788688411544	0.0552846730821707	0.343293498596722	0.731377671340234	0.802671674588658
MLXIPL	99.9614456951217	-0.813257140727048	0.200012774561191	-4.06602599514584	4.78216039823724e-05	0.000210968482613036
BAZ1B	7779.24795998815	0.16461278072404	0.0666423526119044	2.4700925803546	0.0135078088583026	0.0304204490337627
RANBP9	3512.07231451492	0.162633282139834	0.0674120818447809	2.41252424920364	0.0158424835557718	0.0348646475951708
ETV7	178.339150992584	-0.423407612459109	0.146665728061683	-2.88688855982113	0.00389072008413409	0.0103522748082007
